invoice_id,sale_date,customer_id,product_id,store_id,quantity,gross_sales,tax,total_sales,payment_method,rating
INV00639,2024-10-19,C0020,P014,S002,3,36.00,1.80,37.80,Cash,6.70
INV00640,2024-12-08,C0166,P016,S003,1,9.00,0.45,9.45,Card,8.90
INV00641,2024-11-01,C0174,P002,S001,3,36.00,1.80,37.80,Cash,9.50
INV00642,2024-02-29,C0193,P002,S001,1,12.00,0.60,12.60,Cash,7.80
INV00643,2024-11-18,C0088,P015,S003,3,105.00,5.25,110.25,Upi,7.70
INV00644,2024-12-08,C0052,P011,S001,1,25.00,1.25,26.25,Upi,6.00
INV00645,2024-09-22,C0050,P009,S001,2,23.00,1.15,24.15,Upi,7.40
INV00646,2024-09-03,C0129,P004,S001,2,14.00,0.70,14.70,Cash,9.00
INV00647,2024-04-03,C0097,P013,S001,4,60.00,3.00,63.00,Upi,6.40
INV00648,2024-03-29,C0187,P004,S003,2,14.00,0.70,14.70,Cash,9.80
INV00649,2024-01-09,C0144,P016,S003,4,36.00,1.80,37.80,Cash,7.30
INV00650,2024-05-20,C0146,P003,S002,3,28.50,1.43,29.93,Cash,9.20
INV00651,2024-04-12,C0070,P002,S002,3,36.00,1.80,37.80,Card,6.80
INV00652,2024-05-20,C0142,P012,S001,3,54.00,2.70,56.70,Card,7.80
INV00653,2024-05-22,C0014,P009,S002,2,23.00,1.15,24.15,Cash,5.70
INV00654,2024-01-11,C0062,P004,S002,4,28.00,1.40,29.40,Upi,8.40
INV00655,2024-02-14,C0103,P011,S001,1,25.00,1.25,26.25,Cash,8.40
INV00656,2024-02-13,C0208,P011,S002,2,50.00,2.50,52.50,Upi,6.20
INV00657,2024-02-17,C0131,P013,S003,2,30.00,1.50,31.50,Card,9.80
INV00658,2024-04-08,C0227,P004,S003,1,7.00,0.35,7.35,Cash,5.60
INV00659,2024-01-13,C0015,P003,S002,1,9.50,0.48,9.98,Card,6.70
INV00660,2024-10-06,C0215,P004,S002,2,14.00,0.70,14.70,Cash,9.40
INV00661,2024-07-25,C0090,P013,S001,2,30.00,1.50,31.50,Upi,7.70
INV00662,2024-02-21,C0099,P016,S002,1,9.00,0.45,9.45,Upi,6.00
INV00663,2024-11-17,C0180,P003,S001,1,9.50,0.48,9.98,Upi,9.10
INV00664,2024-09-18,C0001,P005,S001,3,19.50,0.98,20.48,Cash,6.50
INV00665,2024-10-15,C0138,P002,S002,1,12.00,0.60,12.60,Cash,6.90
INV00666,2024-12-14,C0131,P001,S003,3,55.50,2.78,58.28,Upi,8.00
INV00667,2024-08-24,C0078,P014,S003,2,24.00,1.20,25.20,Card,8.50
INV00668,2024-11-11,C0023,P010,S002,4,20.00,1.00,21.00,Card,9.10
INV00669,2024-12-29,C0099,P013,S001,1,15.00,0.75,15.75,Card,9.90
INV00670,2024-01-08,C0112,P005,S001,3,19.50,0.98,20.48,Upi,8.70
INV00671,2024-11-29,C0062,P018,S003,1,32.00,1.60,33.60,Upi,9.30
INV00672,2024-11-06,C0034,P006,S003,1,14.00,0.70,14.70,Card,7.10
INV00673,2024-10-22,C0099,P015,S002,1,35.00,1.75,36.75,Upi,8.90
INV00674,2024-10-29,C0231,P005,S002,2,13.00,0.65,13.65,Upi,8.10
INV00675,2024-02-23,C0183,P005,S003,1,6.50,0.33,6.83,Upi,9.60
INV00676,2024-08-27,C0060,P010,S002,1,5.00,0.25,5.25,Card,7.10
INV00677,2024-05-31,C0144,P008,S002,2,44.00,2.20,46.20,Upi,7.80
INV00678,2024-08-22,C0108,P016,S003,2,18.00,0.90,18.90,Cash,10.00
INV00679,2024-11-18,C0081,P009,S001,3,34.50,1.73,36.23,Card,8.70
INV00680,2024-02-07,C0058,P018,S001,1,32.00,1.60,33.60,Card,8.90
INV00681,2024-10-17,C0028,P001,S001,3,55.50,2.78,58.28,Upi,7.30
INV00682,2024-12-09,C0124,P010,S002,3,15.00,0.75,15.75,Card,6.10
INV00683,2024-04-16,C0029,P004,S003,3,21.00,1.05,22.05,Upi,7.80
INV00684,2024-08-26,C0040,P015,S003,2,70.00,3.50,73.50,Upi,5.60
INV00685,2024-02-16,C0221,P003,S003,3,28.50,1.43,29.93,Upi,8.80
INV00686,2024-07-08,C0013,P001,S002,4,74.00,3.70,77.70,Upi,5.90
INV00687,2024-06-16,C0016,P008,S001,4,88.00,4.40,92.40,Upi,8.60
INV00688,2024-02-20,C0056,P004,S002,4,28.00,1.40,29.40,Card,7.90
INV00689,2024-12-12,C0002,P011,S002,5,125.00,6.25,131.25,Upi,6.90
INV00690,2024-08-26,C0109,P010,S003,1,5.00,0.25,5.25,Upi,7.50
INV00691,2024-02-06,C0115,P018,S002,1,32.00,1.60,33.60,Upi,8.60
INV00692,2024-01-28,C0040,P006,S002,3,42.00,2.10,44.10,Cash,6.50
INV00693,2024-12-12,C0130,P014,S002,1,12.00,0.60,12.60,Upi,7.20
INV00694,2024-08-23,C0037,P010,S002,2,10.00,0.50,10.50,Cash,9.60
INV00695,2024-06-02,C0064,P011,S003,1,25.00,1.25,26.25,Cash,9.20
INV00696,2024-02-24,C0143,P002,S002,2,24.00,1.20,25.20,Upi,9.30
INV00697,2024-10-16,C0090,P009,S001,1,11.50,0.58,12.08,Card,7.70
INV00698,2024-05-12,C0141,P012,S002,3,54.00,2.70,56.70,Cash,9.80
INV00699,2024-04-06,C0041,P004,S001,1,7.00,0.35,7.35,Card,9.40
INV00700,2024-03-09,C0109,P016,S003,2,18.00,0.90,18.90,Upi,7.40
INV00701,2024-04-09,C0042,P005,S002,2,13.00,0.65,13.65,Cash,9.00
INV00702,2024-12-22,C0228,P007,S001,2,16.00,0.80,16.80,Upi,9.90
INV00703,2024-03-14,C0037,P006,S003,2,28.00,1.40,29.40,Card,7.70
INV00704,2024-04-12,C0134,P016,S002,1,9.00,0.45,9.45,Upi,5.90
INV00705,2024-07-12,C0066,P007,S003,1,8.00,0.40,8.40,Card,8.80
INV00706,2024-10-31,C0106,P009,S002,2,23.00,1.15,24.15,Upi,9.40
INV00707,2024-10-20,C0127,P002,S003,2,24.00,1.20,25.20,Card,9.80
INV00708,2024-04-05,C0020,P011,S003,3,75.00,3.75,78.75,Card,6.70
INV00709,2024-10-11,C0202,P014,S003,2,24.00,1.20,25.20,Upi,7.70
INV00710,2024-08-05,C0066,P002,S002,1,12.00,0.60,12.60,Card,7.50
INV00711,2024-07-09,C0030,P005,S002,1,6.50,0.33,6.83,Card,9.00
INV00712,2024-07-19,C0140,P008,S002,3,66.00,3.30,69.30,Upi,8.60
INV00713,2024-11-08,C0085,P005,S003,1,6.50,0.33,6.83,Card,5.70
INV00714,2024-07-21,C0037,P008,S003,3,66.00,3.30,69.30,Cash,6.30
INV00715,2024-07-05,C0046,P005,S002,1,6.50,0.33,6.83,Card,7.60
INV00716,2024-02-15,C0093,P018,S003,3,96.00,4.80,100.80,Card,8.70
INV00717,2024-07-22,C0159,P017,S002,1,20.00,1.00,21.00,Cash,5.70
INV00718,2024-10-11,C0022,P003,S003,4,38.00,1.90,39.90,Card,8.80
INV00719,2024-07-08,C0058,P003,S002,1,9.50,0.48,9.98,Cash,8.80
INV00720,2024-01-05,C0201,P003,S001,1,9.50,0.48,9.98,Upi,9.00
INV00721,2024-04-29,C0052,P011,S003,1,25.00,1.25,26.25,Card,9.40
INV00722,2024-01-10,C0124,P014,S002,1,12.00,0.60,12.60,Cash,8.50
INV00723,2024-06-24,C0028,P003,S002,1,9.50,0.48,9.98,Upi,6.20
INV00724,2024-08-02,C0024,P016,S001,1,9.00,0.45,9.45,Upi,6.90
INV00725,2024-02-04,C0176,P011,S002,1,25.00,1.25,26.25,Card,6.20
INV00726,2024-10-08,C0208,P017,S002,3,60.00,3.00,63.00,Cash,6.60
INV00727,2024-10-26,C0053,P013,S002,2,30.00,1.50,31.50,Upi,6.00
INV00728,2024-11-16,C0135,P014,S003,1,12.00,0.60,12.60,Upi,9.20
INV00729,2024-12-09,C0005,P007,S002,3,24.00,1.20,25.20,Card,7.80
INV00730,2024-10-22,C0006,P001,S002,1,18.50,0.93,19.43,Card,5.60
INV00731,2024-03-09,C0135,P001,S001,4,74.00,3.70,77.70,Card,7.40
INV00732,2024-08-01,C0138,P001,S002,1,18.50,0.93,19.43,Upi,6.70
INV00733,2024-10-30,C0076,P013,S003,4,60.00,3.00,63.00,Upi,6.20
INV00734,2024-11-08,C0183,P012,S002,3,54.00,2.70,56.70,Upi,7.20
INV00735,2024-05-25,C0051,P012,S003,2,36.00,1.80,37.80,Upi,9.00
INV00736,2024-03-19,C0113,P017,S002,3,60.00,3.00,63.00,Card,9.80
INV00737,2024-07-31,C0137,P011,S002,2,50.00,2.50,52.50,Card,8.70
INV00738,2024-02-18,C0149,P018,S002,2,64.00,3.20,67.20,Card,6.20
INV00739,2024-10-06,C0008,P013,S003,1,15.00,0.75,15.75,Upi,8.10
INV00740,2024-09-09,C0127,P011,S003,4,100.00,5.00,105.00,Cash,7.90
INV00741,2024-04-16,C0036,P013,S002,4,60.00,3.00,63.00,Upi,10.00
INV00742,2024-05-12,C0015,P013,S002,2,30.00,1.50,31.50,Upi,7.90
INV00743,2024-03-05,C0080,P007,S002,2,16.00,0.80,16.80,Card,5.50
INV00744,2024-03-01,C0073,P016,S001,1,9.00,0.45,9.45,Cash,5.90
INV00745,2024-03-13,C0035,P008,S003,1,22.00,1.10,23.10,Upi,7.00
INV00746,2024-05-21,C0127,P007,S002,1,8.00,0.40,8.40,Card,6.80
INV00747,2024-05-06,C0004,P013,S001,2,30.00,1.50,31.50,Upi,6.60
INV00748,2024-05-31,C0128,P006,S001,1,14.00,0.70,14.70,Card,6.20
INV00749,2024-03-27,C0148,P007,S002,2,16.00,0.80,16.80,Card,6.00
INV00750,2024-09-17,C0144,P011,S003,1,25.00,1.25,26.25,Upi,9.80
INV00751,2024-08-22,C0150,P002,S003,2,24.00,1.20,25.20,Cash,7.70
INV00752,2024-10-27,C0126,P015,S002,3,105.00,5.25,110.25,Upi,7.20
INV00753,2024-05-22,C0107,P008,S002,1,22.00,1.10,23.10,Card,8.60
INV00754,2024-07-21,C0098,P016,S002,1,9.00,0.45,9.45,Upi,9.80
INV00755,2024-04-30,C0184,P012,S003,4,72.00,3.60,75.60,Upi,8.40
INV00756,2024-12-04,C0119,P005,S002,2,13.00,0.65,13.65,Upi,8.80
INV00757,2024-08-01,C0206,P001,S001,2,37.00,1.85,38.85,Upi,6.60
INV00758,2024-12-19,C0187,P017,S003,3,60.00,3.00,63.00,Upi,6.50
INV00759,2024-12-29,C0043,P003,S002,1,9.50,0.48,9.98,Card,6.00
INV00760,2024-06-14,C0098,P014,S001,2,24.00,1.20,25.20,Cash,7.70
INV00761,2024-06-01,C0150,P018,S003,2,64.00,3.20,67.20,Card,6.80
INV00762,2024-08-15,C0124,P008,S001,1,22.00,1.10,23.10,Cash,8.60
INV00763,2024-02-07,C0053,P017,S002,1,20.00,1.00,21.00,Card,6.90
INV00764,2024-03-24,C0089,P016,S001,1,9.00,0.45,9.45,Upi,8.70
INV00765,2024-07-13,C0140,P008,S003,5,110.00,5.50,115.50,Card,7.70
INV00766,2024-10-14,C0106,P015,S002,1,35.00,1.75,36.75,Upi,9.70
INV00767,2024-02-23,C0016,P018,S002,1,32.00,1.60,33.60,Cash,9.20
INV00768,2024-08-12,C0187,P018,S002,1,32.00,1.60,33.60,Cash,8.80
INV00769,2024-09-15,C0137,P014,S003,3,36.00,1.80,37.80,Upi,8.40
INV00770,2024-12-27,C0131,P003,S002,2,19.00,0.95,19.95,Card,6.40
INV00771,2024-04-26,C0136,P018,S003,2,64.00,3.20,67.20,Cash,7.80
INV00772,2024-12-24,C0020,P006,S003,4,56.00,2.80,58.80,Upi,8.50
INV00773,2024-04-03,C0064,P005,S002,2,13.00,0.65,13.65,Cash,6.10
INV00774,2024-05-26,C0096,P010,S001,2,10.00,0.50,10.50,Upi,6.10
INV00775,2024-07-11,C0041,P016,S001,2,18.00,0.90,18.90,Cash,8.10
INV00776,2024-06-27,C0108,P001,S001,2,37.00,1.85,38.85,Card,5.60
INV00777,2024-06-29,C0051,P005,S002,2,13.00,0.65,13.65,Card,9.30
INV00778,2024-09-26,C0052,P017,S002,3,60.00,3.00,63.00,Cash,8.30
INV00779,2024-10-02,C0086,P008,S003,4,88.00,4.40,92.40,Upi,7.20
INV00780,2024-12-16,C0093,P014,S003,4,48.00,2.40,50.40,Cash,6.20
INV00781,2024-01-04,C0011,P014,S002,2,24.00,1.20,25.20,Card,6.60
INV00782,2024-06-13,C0044,P003,S001,2,19.00,0.95,19.95,Cash,9.90
INV00783,2024-11-07,C0094,P018,S002,2,64.00,3.20,67.20,Card,8.50
INV00784,2024-11-16,C0052,P015,S001,2,70.00,3.50,73.50,Upi,9.30
INV00785,2024-02-07,C0096,P004,S001,3,21.00,1.05,22.05,Cash,5.70
INV00786,2024-03-19,C0077,P012,S001,2,36.00,1.80,37.80,Card,8.50
INV00787,2024-08-14,C0048,P018,S003,2,64.00,3.20,67.20,Upi,8.20
INV00788,2024-09-21,C0041,P016,S002,2,18.00,0.90,18.90,Upi,6.60
INV00789,2024-09-08,C0053,P018,S001,3,96.00,4.80,100.80,Cash,6.00
INV00790,2024-02-10,C0061,P013,S001,3,45.00,2.25,47.25,Upi,8.50
INV00791,2024-01-10,C0121,P008,S001,2,44.00,2.20,46.20,Card,6.30
INV00792,2024-08-12,C0061,P003,S001,2,19.00,0.95,19.95,Card,9.90
INV00793,2024-06-21,C0163,P008,S002,2,44.00,2.20,46.20,Upi,5.60
INV00794,2024-06-01,C0030,P011,S003,3,75.00,3.75,78.75,Card,8.60
INV00795,2024-10-05,C0092,P003,S003,2,19.00,0.95,19.95,Upi,7.90
INV00796,2024-10-12,C0142,P013,S001,2,30.00,1.50,31.50,Upi,6.00
INV00797,2024-11-19,C0039,P007,S002,3,24.00,1.20,25.20,Upi,8.00
INV00798,2024-10-04,C0110,P006,S003,3,42.00,2.10,44.10,Upi,6.60
INV00799,2024-12-01,C0221,P008,S003,2,44.00,2.20,46.20,Cash,7.40
INV00800,2024-09-19,C0026,P011,S001,1,25.00,1.25,26.25,Cash,9.70
INV00801,2024-06-03,C0060,P007,S001,4,32.00,1.60,33.60,Upi,6.00
INV00802,2024-12-29,C0104,P016,S002,4,36.00,1.80,37.80,Card,9.10
INV00803,2024-01-07,C0028,P016,S002,1,9.00,0.45,9.45,Upi,7.80
INV00804,2024-03-02,C0018,P001,S003,1,18.50,0.93,19.43,Card,7.70
INV00805,2024-02-16,C0127,P013,S002,1,15.00,0.75,15.75,Upi,5.80
INV00806,2024-08-23,C0152,P010,S002,1,5.00,0.25,5.25,Card,9.10
INV00807,2024-11-23,C0132,P012,S001,2,36.00,1.80,37.80,Cash,7.90
INV00808,2024-07-08,C0220,P002,S001,1,12.00,0.60,12.60,Upi,7.00
INV00809,2024-01-10,C0140,P006,S003,1,14.00,0.70,14.70,Card,7.50
INV00810,2024-02-29,C0065,P014,S003,2,24.00,1.20,25.20,Card,6.20
INV00811,2024-04-20,C0036,P010,S003,2,10.00,0.50,10.50,Card,6.40
INV00812,2024-05-22,C0050,P009,S003,4,46.00,2.30,48.30,Card,8.00
INV00813,2024-09-08,C0051,P006,S001,1,14.00,0.70,14.70,Upi,6.90
INV00814,2024-11-11,C0056,P005,S001,2,13.00,0.65,13.65,Cash,8.70
INV00815,2024-02-27,C0052,P003,S003,1,9.50,0.48,9.98,Cash,7.80
INV00816,2024-12-17,C0207,P006,S002,1,14.00,0.70,14.70,Upi,9.80
INV00817,2024-04-29,C0192,P012,S002,1,18.00,0.90,18.90,Cash,8.20
INV00818,2024-02-06,C0099,P012,S001,2,36.00,1.80,37.80,Cash,7.60
INV00819,2024-01-06,C0023,P015,S001,2,70.00,3.50,73.50,Upi,7.70
INV00820,2024-10-29,C0109,P016,S001,1,9.00,0.45,9.45,Upi,7.30
INV00821,2024-08-07,C0144,P018,S002,2,64.00,3.20,67.20,Upi,8.00
INV00822,2024-10-16,C0148,P002,S003,1,12.00,0.60,12.60,Upi,8.80
INV00823,2024-06-09,C0053,P015,S001,2,70.00,3.50,73.50,Cash,6.70
INV00824,2024-07-20,C0061,P016,S001,2,18.00,0.90,18.90,Card,8.90
INV00825,2024-10-20,C0030,P004,S001,5,35.00,1.75,36.75,Cash,6.10
INV00826,2024-05-28,C0056,P010,S003,5,25.00,1.25,26.25,Card,6.90
INV00827,2024-09-19,C0039,P006,S003,2,28.00,1.40,29.40,Card,8.50
INV00828,2024-08-03,C0155,P007,S001,1,8.00,0.40,8.40,Card,6.50
INV00829,2024-05-18,C0025,P002,S002,3,36.00,1.80,37.80,Card,6.00
INV00830,2024-12-30,C0096,P008,S001,2,44.00,2.20,46.20,Card,6.20
INV00831,2024-11-27,C0059,P002,S001,1,12.00,0.60,12.60,Cash,9.80
INV00832,2024-03-17,C0040,P014,S001,2,24.00,1.20,25.20,Card,8.80
INV00833,2024-07-24,C0007,P006,S001,1,14.00,0.70,14.70,Card,7.90
INV00834,2024-04-25,C0008,P003,S002,1,9.50,0.48,9.98,Upi,5.80
INV00835,2024-04-18,C0066,P010,S001,3,15.00,0.75,15.75,Card,8.10
INV00836,2024-09-20,C0045,P003,S002,2,19.00,0.95,19.95,Card,6.20
INV00837,2024-10-14,C0030,P018,S001,4,128.00,6.40,134.40,Upi,8.00
INV00838,2024-06-16,C0162,P012,S001,1,18.00,0.90,18.90,Upi,8.40
INV00839,2024-08-19,C0098,P002,S001,3,36.00,1.80,37.80,Upi,8.90
INV00840,2024-07-02,C0090,P017,S002,1,20.00,1.00,21.00,Upi,7.40
INV00841,2024-11-02,C0225,P005,S003,2,13.00,0.65,13.65,Card,9.30
INV00842,2024-01-11,C0140,P013,S003,1,15.00,0.75,15.75,Upi,8.80
INV00843,2024-06-29,C0164,P008,S003,1,22.00,1.10,23.10,Upi,9.20
INV00844,2024-06-26,C0125,P013,S003,3,45.00,2.25,47.25,Cash,9.60
INV00845,2024-10-17,C0109,P013,S003,3,45.00,2.25,47.25,Cash,7.70
INV00846,2024-08-03,C0127,P002,S003,2,24.00,1.20,25.20,Cash,5.80
INV00847,2024-01-09,C0222,P018,S002,3,96.00,4.80,100.80,Card,8.40
INV00848,2024-02-18,C0008,P017,S001,1,20.00,1.00,21.00,Card,7.50
INV00849,2024-04-23,C0108,P009,S002,1,11.50,0.58,12.08,Card,7.50
INV00850,2024-03-10,C0228,P004,S001,1,7.00,0.35,7.35,Upi,9.40
INV00851,2024-01-22,C0057,P015,S001,1,35.00,1.75,36.75,Card,5.70
INV00852,2024-05-31,C0059,P003,S002,1,9.50,0.48,9.98,Upi,9.50
INV00853,2024-04-26,C0012,P012,S001,2,36.00,1.80,37.80,Card,5.90
INV00854,2024-02-02,C0109,P017,S001,1,20.00,1.00,21.00,Cash,5.60
INV00855,2024-11-21,C0139,P015,S003,4,140.00,7.00,147.00,Upi,9.10
INV00856,2024-01-21,C0006,P001,S003,3,55.50,2.78,58.28,Upi,9.90
INV00857,2024-12-14,C0127,P006,S003,2,28.00,1.40,29.40,Card,7.30
INV00858,2024-01-30,C0122,P001,S001,1,18.50,0.93,19.43,Cash,9.10
INV00859,2024-06-02,C0009,P012,S001,2,36.00,1.80,37.80,Card,10.00
INV00860,2024-09-20,C0058,P013,S003,2,30.00,1.50,31.50,Cash,9.40
INV00861,2024-02-26,C0049,P011,S003,5,125.00,6.25,131.25,Card,6.30
INV00862,2024-07-31,C0098,P014,S001,1,12.00,0.60,12.60,Cash,6.50
INV00863,2024-12-06,C0004,P003,S002,1,9.50,0.48,9.98,Upi,8.80
INV00864,2024-11-04,C0065,P018,S003,4,128.00,6.40,134.40,Card,8.80
INV00865,2024-01-30,C0030,P004,S002,1,7.00,0.35,7.35,Upi,9.70
INV00866,2024-07-04,C0071,P002,S001,5,60.00,3.00,63.00,Cash,6.80
INV00867,2024-09-26,C0080,P011,S003,4,100.00,5.00,105.00,Upi,6.70
INV00868,2024-01-22,C0047,P007,S003,3,24.00,1.20,25.20,Upi,5.70
INV00869,2024-02-18,C0128,P017,S002,2,40.00,2.00,42.00,Upi,9.60
INV00870,2024-11-23,C0074,P015,S001,3,105.00,5.25,110.25,Upi,7.30
INV00871,2024-10-15,C0127,P007,S001,1,8.00,0.40,8.40,Upi,9.10
INV00872,2024-07-10,C0014,P017,S001,3,60.00,3.00,63.00,Card,9.20
INV00873,2024-07-23,C0015,P007,S001,2,16.00,0.80,16.80,Upi,9.90
INV00874,2024-03-20,C0138,P014,S002,3,36.00,1.80,37.80,Cash,6.70
INV00875,2024-07-04,C0029,P018,S003,1,32.00,1.60,33.60,Upi,5.90
INV00876,2024-08-12,C0125,P008,S001,2,44.00,2.20,46.20,Upi,9.70
INV00877,2024-02-06,C0103,P006,S001,3,42.00,2.10,44.10,Card,7.90
INV00878,2024-01-02,C0218,P010,S003,1,5.00,0.25,5.25,Upi,5.80
INV00879,2024-10-27,C0035,P018,S003,1,32.00,1.60,33.60,Cash,5.80
INV00880,2024-10-22,C0105,P018,S003,2,64.00,3.20,67.20,Upi,8.10
INV00881,2024-04-27,C0221,P017,S001,2,40.00,2.00,42.00,Upi,8.60
INV00882,2024-09-19,C0117,P002,S001,1,12.00,0.60,12.60,Card,7.20
INV00883,2024-02-21,C0072,P002,S003,2,24.00,1.20,25.20,Card,9.70
INV00884,2024-03-13,C0175,P017,S002,1,20.00,1.00,21.00,Cash,7.80
INV00885,2024-07-29,C0062,P010,S001,2,10.00,0.50,10.50,Cash,6.40
INV00886,2024-05-30,C0146,P010,S002,1,5.00,0.25,5.25,Upi,8.60
INV00887,2024-05-28,C0092,P011,S002,1,25.00,1.25,26.25,Cash,6.50
INV00888,2024-05-25,C0141,P001,S002,5,92.50,4.62,97.12,Cash,8.30
INV00889,2024-10-29,C0101,P015,S001,3,105.00,5.25,110.25,Upi,6.60
INV00890,2024-02-21,C0011,P006,S001,2,28.00,1.40,29.40,Upi,6.90
INV00891,2024-04-06,C0023,P004,S002,2,14.00,0.70,14.70,Cash,6.80
INV00892,2024-04-20,C0093,P004,S003,2,14.00,0.70,14.70,Upi,9.20
INV00893,2024-11-02,C0096,P005,S001,1,6.50,0.33,6.83,Cash,6.20
INV00894,2024-10-13,C0017,P010,S003,3,15.00,0.75,15.75,Upi,7.70
INV00895,2024-12-27,C0016,P010,S002,2,10.00,0.50,10.50,Cash,9.70
INV00896,2024-05-08,C0079,P011,S003,1,25.00,1.25,26.25,Card,8.60
INV00897,2024-04-13,C0111,P010,S001,3,15.00,0.75,15.75,Upi,7.30
INV00898,2024-02-22,C0111,P010,S002,4,20.00,1.00,21.00,Upi,6.60
INV00899,2024-06-20,C0070,P008,S001,2,44.00,2.20,46.20,Card,8.60
INV00900,2024-01-11,C0235,P010,S002,3,15.00,0.75,15.75,Cash,6.90
INV00901,2024-09-03,C0045,P006,S003,4,56.00,2.80,58.80,Upi,8.90
INV00902,2024-11-14,C0045,P007,S002,3,24.00,1.20,25.20,Upi,6.40
INV00903,2024-05-08,C0056,P016,S003,3,27.00,1.35,28.35,Cash,9.30
INV00904,2024-02-02,C0233,P003,S001,2,19.00,0.95,19.95,Cash,7.60
INV00905,2024-05-18,C0187,P002,S001,2,24.00,1.20,25.20,Upi,7.60
INV00906,2024-11-12,C0031,P001,S002,1,18.50,0.93,19.43,Cash,9.90
INV00907,2024-10-02,C0102,P012,S002,2,36.00,1.80,37.80,Upi,6.40
INV00908,2024-06-30,C0014,P004,S003,1,7.00,0.35,7.35,Card,9.70
INV00909,2024-07-10,C0193,P016,S002,1,9.00,0.45,9.45,Cash,8.10
INV00910,2024-08-19,C0194,P015,S003,2,70.00,3.50,73.50,Cash,7.00
INV00911,2024-03-16,C0119,P017,S002,2,40.00,2.00,42.00,Upi,7.40
INV00912,2024-02-06,C0240,P002,S001,3,36.00,1.80,37.80,Upi,7.50
INV00913,2024-10-25,C0101,P014,S003,1,12.00,0.60,12.60,Upi,7.80
INV00914,2024-01-06,C0029,P009,S001,1,11.50,0.58,12.08,Card,5.90
INV00915,2024-04-12,C0047,P002,S003,1,12.00,0.60,12.60,Upi,7.60
INV00916,2024-04-16,C0215,P013,S002,1,15.00,0.75,15.75,Cash,7.30
INV00917,2024-09-12,C0224,P013,S002,3,45.00,2.25,47.25,Cash,9.30
INV00918,2024-04-22,C0019,P014,S002,4,48.00,2.40,50.40,Cash,6.50
INV00919,2024-10-04,C0107,P014,S001,3,36.00,1.80,37.80,Upi,7.40
INV00920,2024-06-19,C0029,P009,S002,1,11.50,0.58,12.08,Cash,8.80
INV00921,2024-05-02,C0117,P012,S002,3,54.00,2.70,56.70,Card,6.50
INV00922,2024-11-10,C0148,P013,S001,1,15.00,0.75,15.75,Cash,8.10
INV00923,2024-10-09,C0096,P007,S002,2,16.00,0.80,16.80,Upi,6.00
INV00924,2024-10-15,C0092,P012,S001,5,90.00,4.50,94.50,Card,5.80
INV00925,2024-05-15,C0218,P015,S001,2,70.00,3.50,73.50,Card,6.70
INV00926,2024-01-19,C0089,P002,S001,3,36.00,1.80,37.80,Upi,7.30
INV00927,2024-12-31,C0100,P002,S001,1,12.00,0.60,12.60,Card,7.30
INV00928,2024-11-19,C0072,P001,S002,2,37.00,1.85,38.85,Cash,8.80
INV00929,2024-09-16,C0160,P018,S001,2,64.00,3.20,67.20,Card,10.00
INV00930,2024-05-25,C0038,P015,S002,2,70.00,3.50,73.50,Card,9.20
INV00931,2024-02-14,C0051,P014,S003,1,12.00,0.60,12.60,Card,7.10
INV00932,2024-09-14,C0128,P008,S001,3,66.00,3.30,69.30,Cash,8.50
INV00933,2024-09-01,C0082,P017,S002,1,20.00,1.00,21.00,Cash,9.50
INV00934,2024-05-11,C0132,P002,S001,1,12.00,0.60,12.60,Upi,9.50
INV00935,2024-09-05,C0097,P016,S003,1,9.00,0.45,9.45,Upi,6.70
INV00936,2024-11-14,C0102,P013,S001,2,30.00,1.50,31.50,Upi,7.50
INV00937,2024-10-14,C0129,P002,S001,1,12.00,0.60,12.60,Upi,5.70
INV00938,2024-02-18,C0015,P009,S002,1,11.50,0.58,12.08,Upi,9.80
INV00939,2024-11-14,C0008,P002,S003,1,12.00,0.60,12.60,Card,9.90
INV00940,2024-02-20,C0119,P010,S001,2,10.00,0.50,10.50,Upi,9.20
INV00941,2024-02-12,C0238,P011,S003,3,75.00,3.75,78.75,Upi,9.80
INV00942,2024-11-25,C0101,P012,S003,2,36.00,1.80,37.80,Card,7.30
INV00943,2024-12-28,C0052,P001,S002,2,37.00,1.85,38.85,Upi,9.00
INV00944,2024-08-10,C0222,P015,S003,1,35.00,1.75,36.75,Upi,6.90
INV00945,2024-06-29,C0067,P015,S001,2,70.00,3.50,73.50,Card,9.30
INV00946,2024-05-19,C0082,P011,S001,4,100.00,5.00,105.00,Card,6.70
INV00947,2024-04-06,C0003,P011,S002,2,50.00,2.50,52.50,Card,8.20
INV00948,2024-10-13,C0101,P015,S001,1,35.00,1.75,36.75,Upi,8.10
INV00949,2024-08-14,C0120,P018,S001,1,32.00,1.60,33.60,Cash,8.90
INV00950,2024-03-06,C0110,P011,S003,2,50.00,2.50,52.50,Upi,9.40
INV00951,2024-11-18,C0055,P001,S002,4,74.00,3.70,77.70,Upi,8.30
INV00952,2024-12-22,C0028,P010,S002,3,15.00,0.75,15.75,Card,7.50
INV00953,2024-04-08,C0001,P003,S002,3,28.50,1.43,29.93,Card,9.10
INV00954,2024-01-29,C0139,P010,S002,1,5.00,0.25,5.25,Card,9.10
INV00955,2024-04-17,C0082,P015,S002,1,35.00,1.75,36.75,Upi,6.60
INV00956,2024-12-20,C0006,P009,S002,4,46.00,2.30,48.30,Card,7.50
INV00957,2024-10-15,C0226,P015,S002,3,105.00,5.25,110.25,Upi,6.80
